name	city	category	priority	latitude	longitude	mapsUrl	preferredTime	ratingSnapshot	reviewCountSnapshot	snapshotCheckedDate	notes
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
